matrix_name,m,n,nnz_original,nnz_bicg,standalone_gflops,bicg_gflops,perf_ratio,standalone_working_set,bicg_working_set,gflops_change_pct,nnz_change_pct,working_set_change_pct,device,cache_category,matrix_type
cant,62451,62451,4007383,4007383,263.675054,244.30801233333332,0.9265495868006283,47.04999999999999,50.85999999999999,-7.345041319937177,0.0,8.097768331562175,ARM-GRACE-72,Both in LLC,real
ASIC_680k,682862,682862,3871773,3871848,150.591445,110.429439874594,0.7333048691749654,57.32914169311524,99.01,-26.66951308250346,0.0019370970353892133,72.70448689080983,ARM-GRACE-72,Both in LLC,real
roadNet-TX,1393383,1393383,3843320,5236703,172.44127733333335,50.008883447960805,0.2900052946794889,70.56399703979493,171.55000000000004,-70.9994705320511,36.25467044118106,143.11264553686428,ARM-GRACE-72,LLC Spill (In -> Out),real
pdb1HYS,36417,36417,4344765,4344765,249.11126733333333,239.02032633333332,0.9594922336993396,50.419999999999995,52.64000000000001,-4.050776630066045,0.0,4.403014676715616,ARM-GRACE-72,Both in LLC,real
TSOPF_RS_b300_c3,42138,42138,4413449,4413731,257.5505703333333,248.50480596807225,0.9648777156519062,51.30677276611328,53.89000000000001,-3.5122284348093857,0.006389560636137406,5.034865953589805,ARM-GRACE-72,Both in LLC,real
Chebyshev4,68121,68121,5377761,5377761,245.76624333333334,222.08189166666668,0.903630574543374,62.84,67.0,-9.636942545662594,0.0,6.619987269255246,ARM-GRACE-72,Both in LLC,real
consph,83334,83334,6010480,6010480,265.25123633333334,241.01196000000002,0.9086176687867628,70.37,75.46,-9.138233121323719,0.0,7.233195964189269,ARM-GRACE-72,Both in LLC,real
com-Youtube,1134890,1134890,5975248,7110138,41.36956,37.43755220074172,0.9049540821981602,90.03221466064453,172.28,-9.50459178018398,18.993186558951194,91.35372893954609,ARM-GRACE-72,LLC Spill (In -> Out),real
rajat30,643994,643994,6175377,6185006,175.80651933333334,124.35888220534805,0.707362176766384,82.9498048400879,122.37,-29.263782323361596,0.15592570299756597,47.522951061677674,ARM-GRACE-72,LLC Spill (In -> Out),real
radiation,223104,223104,7637688,7637688,205.56864233333332,158.5668433333333,0.7713571560988094,91.66000000000001,105.28000000000002,-22.864284390119057,0.0,14.85926249181759,ARM-GRACE-72,Both in LLC,real
Stanford_Berkeley,683446,683446,7583376,8266822,132.372918,111.62370903695955,0.8432518578834951,99.81858123779297,149.36,-15.674814211650487,9.01242401800992,49.63145954177301,ARM-GRACE-72,LLC Spill (In -> Out),real
shipsec1,140874,140874,7813404,7813404,281.144429,238.90585233333334,0.8497620002042913,92.09999999999998,100.7,-15.023799979570876,0.0,9.337676438653663,ARM-GRACE-72,Both in LLC,real
PR02R,161070,161070,8185136,8185136,265.7098976666667,240.68133066666667,0.9058049127270434,96.74,106.57,-9.41950872729565,0.0,10.16125697746537,ARM-GRACE-72,Both in LLC,real
CurlCurl_2,806529,806529,8921789,8921789,243.29130999999998,116.70427600000001,0.47968945541047076,117.49,166.71,-52.03105445895293,0.0,41.89292705762194,ARM-GRACE-72,Both Out of LLC,real
gupta3,16783,16783,9323427,9323427,265.41685333333334,235.90001399999997,0.8887906364549368,107.02,108.04,-11.120936354506313,0.0,0.9530928798355545,ARM-GRACE-72,Both in LLC,real
mip1,66463,66463,10352819,10352819,241.9138343333333,207.90273333333334,0.8594082017106304,119.75,123.8,-14.059179828936957,0.0,3.382045929018787,ARM-GRACE-72,Both Out of LLC,real
pwtk,217918,217918,11634424,11634424,252.52072466666667,214.04553666666666,0.8476355235761811,137.3,150.6,-15.236447642381892,0.0,9.686817188638006,ARM-GRACE-72,Both Out of LLC,real
crankseg_2,63838,63838,14148858,14148858,205.47197300000002,159.505045,0.7762861409813784,163.14,167.03,-22.37138590186216,0.0,2.3844550692656705,ARM-GRACE-72,Both Out of LLC,real
Si41Ge41H72,185639,185639,15011265,15011265,185.37383166666666,128.67186866666668,0.6941209959884757,175.33,186.66,-30.58790040115244,0.0,6.462100039924704,ARM-GRACE-72,Both Out of LLC,real
TSOPF_RS_b2383,38120,38120,16171169,16173498,183.08801566666668,155.81726159253967,0.8510511243741008,185.7933467102051,188.14,-14.894887562589917,0.014402174635612304,1.263044845978864,ARM-GRACE-72,Both Out of LLC,real
in-2004,1382908,1382908,16917053,17922551,109.97733733333332,53.853125888582525,0.48967475658514636,219.97298858642577,315.89,-51.03252434148536,5.943694803107846,43.603995213207334,ARM-GRACE-72,Both Out of LLC,real
Ga41As41H72,268096,268096,18488476,18488476,122.768221,89.80578433333334,0.7315067661796072,216.69999999999996,233.06000000000003,-26.849323382039287,0.0,7.549607752653471,ARM-GRACE-72,Both Out of LLC,real
eu-2005,862664,862664,19235140,19596377,103.84381966666666,65.41666701838442,0.6299524346115981,236.58597061157226,293.37,-37.00475653884019,1.8780055668947562,24.0014356056877,ARM-GRACE-72,Both Out of LLC,real
wikipedia-20051105,1634989,1634989,19753078,21370879,46.98453433333333,38.26069170047627,0.8143252294262306,257.2457368469238,375.55,-18.567477057376937,8.1901210535391,45.988813887895105,ARM-GRACE-72,Both Out of LLC,real
kron_g500-logn18,262144,262144,21165908,21427516,59.144877666666666,54.029230078203994,0.9135064981063307,247.22613403320312,266.22,-8.64935018936693,1.2359876079967842,7.6827905112353445,ARM-GRACE-72,Both Out of LLC,real
rajat31,4690002,4690002,20316253,20317504,71.89847400000001,41.41531046445216,0.5760248884343798,321.95568344116214,608.23,-42.39751115656202,0.006157631527821592,88.91730485980221,ARM-GRACE-72,Both Out of LLC,real
human_gene1,22283,22283,24669643,24669643,93.35526233333333,94.79260466666666,1.0153964789708498,282.75,284.11,1.5396478970849805,0.0,0.4809902740937272,ARM-GRACE-72,Both Out of LLC,real
delaunay_n22,4194304,4194304,25165738,29360042,42.16481033333333,23.807956377143967,0.564640423825709,368.0,672.0,-43.53595761742909,16.666723622410757,82.6086956521739,ARM-GRACE-72,Both Out of LLC,real
sx-stackoverflow,2601977,2601977,36233450,37477661,30.53527733333333,30.670309885739226,1.0044221819547219,464.29113510131833,637.34,0.4422181954721921,3.4338739479679683,37.27162804022065,ARM-GRACE-72,Both Out of LLC,real
dgreen,1200611,1200611,38259877,38259877,59.103409,53.18051466666666,0.8997876022120257,460.75,534.03,-10.021239778797428,0.0,15.904503526858377,ARM-GRACE-72,Both Out of LLC,real
ldoor,952203,952203,46522475,46522475,66.68131,58.94252699999999,0.8839437467560249,550.57,608.69,-11.605625324397504,0.0,10.556332528107234,ARM-GRACE-72,Both Out of LLC,real
dielFilterV2real,1157456,1157456,48538952,48538952,68.44553666666667,59.892081999999995,0.8750326890075762,577.56,648.21,-12.496731099242371,0.0,12.232495325161038,ARM-GRACE-72,Both Out of LLC,real
circuit5M,5558326,5558326,59524291,59526170,53.663969666666674,43.06258864564725,0.8024488108712453,787.2184965515138,1126.49,-19.755118912875467,0.0031566944661298025,43.09750151129548,ARM-GRACE-72,Both Out of LLC,real
soc-LiveJournal1,4847571,4847571,68993773,73322962,29.772581000000002,29.118525387633593,0.9780316119597958,882.0263636779786,1227.45,-2.1968388040204156,6.274753230266157,39.162506989205276,ARM-GRACE-72,Both Out of LLC,real
bone010,986703,986703,71666325,71666325,80.99435333333334,73.29296366666667,0.9049144866312903,838.98,899.2000000000002,-9.508551336870978,0.0,7.17776347469548,ARM-GRACE-72,Both Out of LLC,real
audikw_1,943695,943695,77651847,77651847,59.202432666666674,55.02959833333333,0.9295158299182051,906.65,964.25,-7.048417008179484,0.0,6.3530579606242785,ARM-GRACE-72,Both Out of LLC,real
cage15,5154859,5154859,99199551,99199551,53.82792233333333,48.914144,0.9087132083065662,1233.57,1548.2,-9.12867916934338,0.0,25.505646213834655,ARM-GRACE-72,Both Out of LLC,real
scircuit_synthetic,170998,170998,958936,959020,99.15974999999999,83.95818384101825,0.8466962032580585,14.239038696289063,24.67,-15.330379674194154,0.008759708677117138,73.25607806957801,ARM-GRACE-72,Both in LLC,synthetic
mac_econ_fwd500_synthetic,206500,206500,1273389,1457389,126.86492600000001,113.31697146961586,0.8932096131094251,18.514287109375,33.22,-10.679038689057482,14.449630081616851,79.42899882533705,ARM-GRACE-72,Both in LLC,synthetic
raefsky3_synthetic,21200,21200,1488768,1488768,156.18877833333332,147.91472266666668,0.9470252872520175,17.44,18.74,-5.297471274798247,0.0,7.454128440366955,ARM-GRACE-72,Both in LLC,synthetic
rgg_n_2_17_s0_synthetic,131072,131072,1457506,1588578,153.20365766666666,113.97956637232501,0.7439741851354255,19.18,28.679999999999996,-25.60258148645745,8.992896084132758,49.53076120959331,ARM-GRACE-72,Both in LLC,synthetic
bbmat_synthetic,38744,38744,1771722,1771722,171.66070533333334,158.343571,0.9224217661958575,21.01,23.38,-7.757823380414249,0.0,11.280342693955246,ARM-GRACE-72,Both in LLC,synthetic
appu_synthetic,14000,14000,1853104,1853104,156.78131766666667,140.43311400000002,0.8957260730425507,21.47,22.33,-10.427392695744926,0.0,4.0055891942244966,ARM-GRACE-72,Both in LLC,synthetic
mc2depi_synthetic,525825,525825,2100225,2100225,173.01444933333335,157.770562,0.9118924032526085,34.06,66.16,-8.81075967473915,0.0,94.24544920728124,ARM-GRACE-72,Both in LLC,synthetic
rma10_synthetic,46835,46835,2374001,2374001,192.811571,189.62669566666668,0.9834819284090927,28.06,30.92,-1.651807159090732,0.0,10.192444761225955,ARM-GRACE-72,Both in LLC,synthetic
cop20k_A_synthetic,121192,121192,2624331,2645680,145.730579,117.18018485714146,0.8040878287949536,32.34568008422852,39.99,-19.59121712050465,0.8135025650346697,23.633202009868356,ARM-GRACE-72,Both in LLC,synthetic
thermomech_dK_synthetic,204316,204316,2846228,2846228,138.96752666666666,114.41347400000001,0.823310860777115,36.47,48.94,-17.6689139222885,0.0,34.19248697559638,ARM-GRACE-72,Both in LLC,synthetic
webbase-1M_synthetic,1000005,1000005,3105536,3105536,151.792033,90.940209,0.5991105541092528,54.60999999999999,115.65000000000002,-40.088944589074714,0.0,111.77440029298671,ARM-GRACE-72,LLC Spill (In -> Out),synthetic
cant_synthetic,62451,62451,4007383,4007383,280.49155833333333,244.30801233333332,0.8709995187912221,47.04999999999999,50.85999999999999,-12.900048120877795,0.0,8.097768331562175,ARM-GRACE-72,Both in LLC,synthetic
ASIC_680k_synthetic,682862,682862,3871773,3871848,82.212429,110.429439874594,1.3432207418977244,57.32914169311524,99.01,34.322074189772444,0.0019370970353892133,72.70448689080983,ARM-GRACE-72,Both in LLC,synthetic
roadNet-TX_synthetic,1393383,1393383,3843320,5236703,127.05670300000001,50.008883447960805,0.3935950033896346,70.56399703979493,171.55000000000004,-60.64049966103654,36.25467044118106,143.11264553686428,ARM-GRACE-72,LLC Spill (In -> Out),synthetic
pdb1HYS_synthetic,36417,36417,4344765,4344765,268.4434733333333,239.02032633333332,0.8903935095361231,50.419999999999995,52.64000000000001,-10.960649046387694,0.0,4.403014676715616,ARM-GRACE-72,Both in LLC,synthetic
TSOPF_RS_b300_c3_synthetic,42138,42138,4413449,4413731,242.83357833333332,248.50480596807225,1.0233543798747393,51.30677276611328,53.89000000000001,2.335437987473929,0.006389560636137406,5.034865953589805,ARM-GRACE-72,Both in LLC,synthetic
Chebyshev4_synthetic,68121,68121,5377761,5377761,243.14884399999997,222.08189166666668,0.9133577935771173,62.84,67.0,-8.664220642288265,0.0,6.619987269255246,ARM-GRACE-72,Both in LLC,synthetic
consph_synthetic,83334,83334,6010480,6010480,258.1356513333333,241.01196000000002,0.9336639815349593,70.37,75.46,-6.633601846504071,0.0,7.233195964189269,ARM-GRACE-72,Both in LLC,synthetic
com-Youtube_synthetic,1134890,1134890,5975248,7110138,66.44749333333333,37.43755220074172,0.5634155680325899,90.03221466064453,172.28,-43.65844319674102,18.993186558951194,91.35372893954609,ARM-GRACE-72,LLC Spill (In -> Out),synthetic
rajat30_synthetic,643994,643994,6175377,6185006,78.198071,124.35888220534805,1.5903062647843071,82.9498048400879,122.37,59.030626478430726,0.15592570299756597,47.522951061677674,ARM-GRACE-72,LLC Spill (In -> Out),synthetic
radiation_synthetic,223104,223104,7637688,7637688,82.30665599999999,158.5668433333333,1.9265373062092734,91.66000000000001,105.28000000000002,92.65373062092735,0.0,14.85926249181759,ARM-GRACE-72,Both in LLC,synthetic
Stanford_Berkeley_synthetic,683446,683446,7583376,8266822,127.78503633333334,111.62370903695955,0.8735272316688458,99.81858123779297,149.36,-12.647276833115416,9.01242401800992,49.63145954177301,ARM-GRACE-72,LLC Spill (In -> Out),synthetic
shipsec1_synthetic,140874,140874,7813404,7813404,267.0115773333334,238.90585233333334,0.8947396765312792,92.09999999999998,100.7,-10.526032346872082,0.0,9.337676438653663,ARM-GRACE-72,Both in LLC,synthetic
PR02R_synthetic,161070,161070,8185136,8185136,259.45463233333334,240.68133066666667,0.9276432203278308,96.74,106.57,-7.235677967216921,0.0,10.16125697746537,ARM-GRACE-72,Both in LLC,synthetic
CurlCurl_2_synthetic,806529,806529,8921789,8921789,227.96871366666664,116.70427600000001,0.5119311072248437,117.49,166.71,-48.80688927751563,0.0,41.89292705762194,ARM-GRACE-72,Both Out of LLC,synthetic
gupta3_synthetic,16783,16783,9323427,9323427,262.70835766666664,235.90001399999997,0.8979539748762694,107.02,108.04,-10.204602512373063,0.0,0.9530928798355545,ARM-GRACE-72,Both in LLC,synthetic
mip1_synthetic,66463,66463,10352819,10352819,236.627072,207.90273333333334,0.8786092460854747,119.75,123.8,-12.139075391452527,0.0,3.382045929018787,ARM-GRACE-72,Both Out of LLC,synthetic
pwtk_synthetic,217918,217918,11634424,11634424,248.62038800000002,214.04553666666666,0.8609331615501568,137.3,150.6,-13.906683844984327,0.0,9.686817188638006,ARM-GRACE-72,Both Out of LLC,synthetic
crankseg_2_synthetic,63838,63838,14148858,14148858,160.84414433333333,159.505045,0.9916745534076877,163.14,167.03,-0.8325446592312294,0.0,2.3844550692656705,ARM-GRACE-72,Both Out of LLC,synthetic
Si41Ge41H72_synthetic,185639,185639,15011265,15011265,150.0321273333333,128.67186866666668,0.8576287689422043,175.33,186.66,-14.237123105779572,0.0,6.462100039924704,ARM-GRACE-72,Both Out of LLC,synthetic
TSOPF_RS_b2383_synthetic,38120,38120,16171169,16173498,152.096646,155.81726159253967,1.0244621803990317,185.7933467102051,188.14,2.4462180399031768,0.014402174635612304,1.263044845978864,ARM-GRACE-72,Both Out of LLC,synthetic
in-2004_synthetic,1382908,1382908,16917053,17922551,109.390197,53.853125888582525,0.4923030341428357,219.97298858642577,315.89,-50.76969658571643,5.943694803107846,43.603995213207334,ARM-GRACE-72,Both Out of LLC,synthetic
Ga41As41H72_synthetic,268096,268096,18488476,18488476,108.97367333333334,89.80578433333334,0.8241053236650246,216.69999999999996,233.06000000000003,-17.589467633497534,0.0,7.549607752653471,ARM-GRACE-72,Both Out of LLC,synthetic
eu-2005_synthetic,862664,862664,19235140,19596377,81.35224233333334,65.41666701838442,0.8041163358515139,236.58597061157226,293.37,-19.58836641484861,1.8780055668947562,24.0014356056877,ARM-GRACE-72,Both Out of LLC,synthetic
wikipedia-20051105_synthetic,1634989,1634989,19753078,21370879,35.410955666666666,38.26069170047627,1.0804761119873458,257.2457368469238,375.55,8.047611198734584,8.1901210535391,45.988813887895105,ARM-GRACE-72,Both Out of LLC,synthetic
kron_g500-logn18_synthetic,262144,262144,21165908,21427516,72.58663333333334,54.029230078203994,0.7443413146066469,247.22613403320312,266.22,-25.565868539335305,1.2359876079967842,7.6827905112353445,ARM-GRACE-72,Both Out of LLC,synthetic
rajat31_synthetic,4690002,4690002,20316253,20317504,149.90695633333334,41.41531046445216,0.27627343972191,321.95568344116214,608.23,-72.372656027809,0.006157631527821592,88.91730485980221,ARM-GRACE-72,Both Out of LLC,synthetic
human_gene1_synthetic,22283,22283,24669643,24669643,110.15611566666666,94.79260466666666,0.86052965913858,282.75,284.11,-13.947034086141997,0.0,0.4809902740937272,ARM-GRACE-72,Both Out of LLC,synthetic
delaunay_n22_synthetic,4194304,4194304,25165738,29360042,52.241883666666666,23.807956377143967,0.4557254583133421,368.0,672.0,-54.42745416866579,16.666723622410757,82.6086956521739,ARM-GRACE-72,Both Out of LLC,synthetic
sx-stackoverflow_synthetic,2601977,2601977,36233450,37477661,36.66990533333333,30.670309885739226,0.836389120913808,464.29113510131833,637.34,-16.361087908619197,3.4338739479679683,37.27162804022065,ARM-GRACE-72,Both Out of LLC,synthetic
dgreen_synthetic,1200611,1200611,38259877,38259877,39.17322733333334,53.18051466666666,1.3575729723298602,460.75,534.03,35.75729723298602,0.0,15.904503526858377,ARM-GRACE-72,Both Out of LLC,synthetic
ldoor_synthetic,952203,952203,46522475,46522475,62.415897,58.94252699999999,0.9443511962985967,550.57,608.69,-5.564880370140334,0.0,10.556332528107234,ARM-GRACE-72,Both Out of LLC,synthetic
dielFilterV2real_synthetic,1157456,1157456,48538952,48538952,52.729745,59.892081999999995,1.1358310570248347,577.56,648.21,13.583105702483472,0.0,12.232495325161038,ARM-GRACE-72,Both Out of LLC,synthetic
circuit5M_synthetic,5558326,5558326,59524291,59526170,44.271306333333335,43.06258864564725,0.9726974921728027,787.2184965515138,1126.49,-2.730250782719729,0.0031566944661298025,43.09750151129548,ARM-GRACE-72,Both Out of LLC,synthetic
soc-LiveJournal1_synthetic,4847571,4847571,68993773,73322962,43.771650666666666,29.118525387633593,0.6652370871132846,882.0263636779786,1227.45,-33.47629128867155,6.274753230266157,39.162506989205276,ARM-GRACE-72,Both Out of LLC,synthetic
bone010_synthetic,986703,986703,71666325,71666325,73.361313,73.29296366666667,0.9990683191107371,838.98,899.2000000000002,-0.09316808892628498,0.0,7.17776347469548,ARM-GRACE-72,Both Out of LLC,synthetic
audikw_1_synthetic,943695,943695,77651847,77651847,49.803403,55.02959833333333,1.104936510730669,906.65,964.25,10.493651073066893,0.0,6.3530579606242785,ARM-GRACE-72,Both Out of LLC,synthetic
cage15_synthetic,5154859,5154859,99199551,99199551,56.64462566666666,48.914144,0.8635266527815405,1233.57,1548.2,-13.647334721845949,0.0,25.505646213834655,ARM-GRACE-72,Both Out of LLC,synthetic
scircuit,170998,170998,958936,959020,134.886518,126.97649189588816,0.9413579190760055,14.239038696289063,28.59,-5.864208092399446,0.008759708677117138,100.7860264292353,NVIDIA-H100,Small (<= 128MB),real
mac_econ_fwd500,206500,206500,1273389,1457389,162.64575866666667,139.95137326855152,0.8604674011535338,18.514287109375,37.95,-13.953259884646615,14.449630081616851,104.97683640642809,NVIDIA-H100,Small (<= 128MB),real
raefsky3,21200,21200,1488768,1488768,196.582821,190.02268633333333,0.9666291559288048,17.44,19.22,-3.3370844071195163,0.0,10.20642201834861,NVIDIA-H100,Small (<= 128MB),real
rgg_n_2_17_s0,131072,131072,1457506,1588578,171.025082,158.78633918771675,0.9284389010713455,19.18,31.679999999999996,-7.156109892865451,8.992896084132758,65.1720542231491,NVIDIA-H100,Small (<= 128MB),real
bbmat,38744,38744,1771722,1771722,218.70435799999998,210.41359033333333,0.9620914382206016,21.01,24.27,-3.790856177939835,0.0,15.516420752022835,NVIDIA-H100,Small (<= 128MB),real
appu,14000,14000,1853104,1853104,186.70975166666668,178.51484533333334,0.95610884669825,21.47,22.649999999999995,-4.389115330174998,0.0,5.496040987424296,NVIDIA-H100,Small (<= 128MB),real
mc2depi,525825,525825,2100225,2100225,195.82966066666665,167.10841866666667,0.8533355881727839,34.06,78.19,-14.666441182721615,0.0,129.56547269524364,NVIDIA-H100,Small (<= 128MB),real
rma10,46835,46835,2374001,2374001,262.61784266666666,255.0383896666667,0.9711388498091489,28.06,31.99,-2.8861150190851106,0.0,14.005702066999287,NVIDIA-H100,Small (<= 128MB),real
cop20k_A,121192,121192,2624331,2645680,102.83533633333333,233.71931702766508,2.272752979287983,32.34568008422852,42.76,127.27529792879828,0.8135025650346697,32.196942184095285,NVIDIA-H100,Small (<= 128MB),real
thermomech_dK,204316,204316,2846228,2846228,246.86849433333336,229.424797,0.9293401234513949,36.47,53.62,-7.065987654860508,0.0,47.02495201535508,NVIDIA-H100,Small (<= 128MB),real
webbase-1M,1000005,1000005,3105536,3105536,229.796545,206.60788200000002,0.8990904628265843,54.60999999999999,138.54,-10.090953717341568,0.0,153.68980040285663,NVIDIA-H100,Small (<= 128MB),real
cant,62451,62451,4007383,4007383,296.54728166666666,292.171406,0.9852439191414158,47.04999999999999,52.29,-1.4756080858584184,0.0,11.137088204038278,NVIDIA-H100,Small (<= 128MB),real
ASIC_680k,682862,682862,3871773,3871848,256.990884,237.62795358262258,0.9246551857560154,57.32914169311524,114.64,-7.534481424398468,0.0019370970353892133,99.96810804123258,NVIDIA-H100,Small (<= 128MB),real
roadNet-TX,1393383,1393383,3843320,5236703,230.16884566666667,172.35801623503184,0.7488329523303202,70.56399703979493,203.43999999999997,-25.116704766967974,36.25467044118106,188.30566370165926,NVIDIA-H100,Small (<= 128MB),real
pdb1HYS,36417,36417,4344765,4344765,311.1724096666667,304.3750556666667,0.9781556661553592,50.419999999999995,53.47,-2.1844333844640755,0.0,6.049186830622777,NVIDIA-H100,Small (<= 128MB),real
TSOPF_RS_b300_c3,42138,42138,4413449,4413731,323.3959426666667,315.5000929302552,0.9755845739086777,51.30677276611328,54.85,-2.441542609132226,0.006389560636137406,6.905963955360924,NVIDIA-H100,Small (<= 128MB),real
Chebyshev4,68121,68121,5377761,5377761,357.4471866666666,344.9356866666667,0.9649976263160035,62.84,68.56,-3.5002373683996453,0.0,9.102482495225967,NVIDIA-H100,Small (<= 128MB),real
consph,83334,83334,6010480,6010480,345.1789953333334,338.878899,0.9817483206727295,70.37,77.37,-1.8251679327270454,0.0,9.94742077589882,NVIDIA-H100,Small (<= 128MB),real
com-Youtube,1134890,1134890,5975248,7110138,250.42245433333332,222.93444692474964,0.8902334557747172,90.03221466064453,198.26,-10.976654422528275,18.993186558951194,120.21006674921293,NVIDIA-H100,Small (<= 128MB),real
rajat30,643994,643994,6175377,6185006,311.34927366666665,289.23025469208966,0.9289575378991961,82.9498048400879,137.11,-7.104246210080391,0.15592570299756597,65.29273367709919,NVIDIA-H100,Small (<= 128MB),real
radiation,223104,223104,7637688,7637688,258.4047126666667,255.4205833333333,0.9884517224839362,91.66000000000001,110.39,-1.1548277516063767,0.0,20.434213397337974,NVIDIA-H100,Small (<= 128MB),real
Stanford_Berkeley,683446,683446,7583376,8266822,384.81616,331.1206120937482,0.8604644152515534,99.81858123779297,165.0,-13.953558474844668,9.01242401800992,65.29988500530627,NVIDIA-H100,Small (<= 128MB),real
shipsec1,140874,140874,7813404,7813404,382.32607966666666,380.38635999999997,0.9949265305982845,92.09999999999998,103.93,-0.5073469401715537,0.0,12.844733984799165,NVIDIA-H100,Small (<= 128MB),real
PR02R,161070,161070,8185136,8185136,388.2481493333333,385.221963,0.9922055357159343,96.74,110.26,-0.7794464284065696,0.0,13.975604713665508,NVIDIA-H100,Small (<= 128MB),real
CurlCurl_2,806529,806529,8921789,8921789,365.49122733333337,330.12354933333336,0.9032324845166689,117.49,185.17,-9.676751548333106,0.0,57.60490254489743,NVIDIA-H100,Small (<= 128MB),real
gupta3,16783,16783,9323427,9323427,433.67551699999996,426.12673366666667,0.9825934759113153,107.02,108.43,-1.7406524088684698,0.0,1.317510745655028,NVIDIA-H100,Small (<= 128MB),real
mip1,66463,66463,10352819,10352819,443.09457466666663,441.87910133333327,0.9972568534962367,119.75,125.32,-0.2743146503763324,0.0,4.651356993736947,NVIDIA-H100,Small (<= 128MB),real
pwtk,217918,217918,11634424,11634424,434.81920966666667,433.576333,0.9971416242911175,137.3,155.59,-0.2858375708882505,0.0,13.321194464675884,NVIDIA-H100,Large (> 128MB),real
crankseg_2,63838,63838,14148858,14148858,466.40909533333337,464.20944966666667,0.9952838705576814,163.14,168.5,-0.47161294423185596,0.0,3.285521637857064,NVIDIA-H100,Large (> 128MB),real
Si41Ge41H72,185639,185639,15011265,15011265,461.26156799999995,460.99863166666665,0.9994299626251687,175.33,190.91,-0.05700373748313243,0.0,8.886100496207144,NVIDIA-H100,Large (> 128MB),real
TSOPF_RS_b2383,38120,38120,16171169,16173498,517.25227,515.3148954488341,0.9962544880640818,185.7933467102051,189.02,-0.37455119359182654,0.014402174635612304,1.7366893631706564,NVIDIA-H100,Large (> 128MB),real
in-2004,1382908,1382908,16917053,17922551,442.2039893333333,384.9229229021601,0.8704646095175891,219.97298858642577,347.54,-12.953539048241092,5.943694803107846,57.992125412004434,NVIDIA-H100,Large (> 128MB),real
Ga41As41H72,268096,268096,18488476,18488476,490.3331073333334,483.31180133333334,0.9856805386073454,216.69999999999996,239.19999999999996,-1.4319461392654613,0.0,10.383017997231198,NVIDIA-H100,Large (> 128MB),real
eu-2005,862664,862664,19235140,19596377,472.6255026666667,435.45834634742096,0.9213602395352352,236.58597061157226,313.11,-7.863976046476484,1.8780055668947562,32.34512561780985,NVIDIA-H100,Large (> 128MB),real
wikipedia-20051105,1634989,1634989,19753078,21370879,266.6424406666667,251.16162950361277,0.9419416836856565,257.2457368469238,412.97,-5.805831631434354,8.1901210535391,60.535216272890544,NVIDIA-H100,Large (> 128MB),real
kron_g500-logn18,262144,262144,21165908,21427516,286.95672566666667,285.78728918708435,0.995924693952144,247.22613403320312,272.22,-0.40753060478559805,1.2359876079967842,10.109718401955096,NVIDIA-H100,Large (> 128MB),real
